"Protein.ID"	"Description"	"Peptides"	"Frames"	"Hits"	"Ratio.AS.0.C.0"	"StDev"	"pValue"	"Fraction.1D_2D"	"Gene_name"	"UniprotID"
"121"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	4	1.404	0.048	4.82e-05	"C_22_21"	"Hbbt1"	"A8DUK4"
"122"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	2	3	0.26	0.006	3.5e-07	"C_23_20"	"Hbbt1"	"A8DUK4"
"123"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	5	1	0.029	1	"C_23_22"	"Hbbt1"	"A8DUK4"
"124"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	4	0.546	0.052	0.00162	"C_24_19"	"Hbbt1"	"A8DUK4"
"125"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	4	0.415	0.014	0.000205	"C_24_21"	"Hbbt1"	"A8DUK4"
"126"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	4	0.148	0.007	1.92e-06	"C_25_20"	"Hbbt1"	"A8DUK4"
"127"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	4	0.178	0.013	1.17e-06	"C_27_20"	"Hbbt1"	"A8DUK4"
"128"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	3	3	6	0.212	0.013	4.76e-06	"C_30_19"	"Hbbt1"	"A8DUK4"
"129"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	4	0.095	0.009	0.00084	"C_35_18"	"Hbbt1"	"A8DUK4"
"130"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	2	0.18	0.003	5.24e-09	"C_19_24"	"Hbbt1"	"A8DUK4"
"131"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	2	0.086	0.003	0.000766	"C_20_23"	"Hbbt1"	"A8DUK4"
"132"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	2	0.254	0.026	3.72e-05	"C_20_25"	"Hbbt1"	"A8DUK4"
"133"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	3	4	11	0.156	0.008	5.67e-13	"C_21_24"	"Hbbt1"	"A8DUK4"
"134"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	2	0.478	0.082	0.00494	"C_22_23"	"Hbbt1"	"A8DUK4"
"135"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	4	0.48	0.022	8.32e-08	"C_22_25"	"Hbbt1"	"A8DUK4"
"136"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	3	3	9	0.236	0.01	2.69e-11	"C_23_24"	"Hbbt1"	"A8DUK4"
"137"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	3	5	11	0.04	0.002	3.56e-12	"C_24_23"	"Hbbt1"	"A8DUK4"
"138"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	2	5	0.14	0.005	7.31e-10	"C_25_24"	"Hbbt1"	"A8DUK4"
"139"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	2	2	7	0.325	0.006	9.16e-11	"C_26_23"	"Hbbt1"	"A8DUK4"
"140"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	2	0.121	0.018	0.0106	"C_26_25"	"Hbbt1"	"A8DUK4"
"141"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	2	0.182	0.054	0.00195	"C_27_24"	"Hbbt1"	"A8DUK4"
"142"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	0.33	0.082	0.0379	"C_19_28"	"Hbbt1"	"A8DUK4"
"143"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	0.154	0.029	0.0112	"C_19_32"	"Hbbt1"	"A8DUK4"
"144"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	1.256	0.119	0.04	"C_23_26"	"Hbbt1"	"A8DUK4"
"145"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	0.519	0.094	0.0295	"C_30_26"	"Hbbt1"	"A8DUK4"
"146"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	0.245	0.046	0.012	"C_12_31"	"Hbbt1"	"A8DUK4"
"147"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	0.181	0.019	0.00439	"C_14_31"	"Hbbt1"	"A8DUK4"
"148"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	1	0.434	0.106	0.0288	"C_16_31"	"Hbbt1"	"A8DUK4"
"149"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	3	0.138	0.008	5.79e-07	"C_18_31"	"Hbbt1"	"A8DUK4"
"150"	"SP://A8DUK4"	"A8DUK4_MOUSE Beta_globin OS=Mus musculus GN=Hbbt1 PE=4 SV=1"	1	1	4	0.637	0.025	6.95e-08	"C_20_31"	"Hbbt1"	"A8DUK4"
"151"	"SP://B1ATQ3"	"B1ATQ3_MOUSE Malate dehydrogenase_ cytoplasmic (Fragment) OS=Mus musculus GN=Mdh1 PE=2 SV=1"	1	1	1	0.134	0.014	0.0356	"A_33_02"	"Mdh1"	"B1ATQ3"
"152"	"SP://B2RXQ2"	"B2RXQ2_MOUSE Ppfia1 protein OS=Mus musculus GN=Ppfia1 PE=2 SV=1"	1	1	1	1.868	0.063	0.000629	"A_34_16"	"Ppfia1"	"B2RXQ2"
"153"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	1	1	1	1.603	0.246	0.0309	"A_14_01"	"Mgam"	"B5THE2"
"154"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	1	1	2	99999.9	99999.9	2.4e-09	"B_14_23"	"Mgam"	"B5THE2"
"155"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	1	1	1	1.761	0.18	0.0393	"B_13_24"	"Mgam"	"B5THE2"
"156"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	1	1	1	99999.9	99999.9	1e-05	"B_13_31"	"Mgam"	"B5THE2"
"157"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	1	1	2	8.23	0.549	0.00322	"C_13_02"	"Mgam"	"B5THE2"
"158"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	2	2	7	1.359	0.083	1.2e-07	"C_14_01"	"Mgam"	"B5THE2"
"159"	"SP://B5THE2"	"B5THE2_MOUSE Maltase_glucoamylase OS=Mus musculus GN=Mgam PE=2 SV=1"	1	1	2	1.559	0.237	0.00695	"C_12_31"	"Mgam"	"B5THE2"
"160"	"SP://B8QI34"	"B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1"	1	1	1	0.491	0.035	0.0295	"A_32_01"	"Ppfia2"	"B8QI34"
"161"	"SP://B8QI34"	"B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1"	1	1	1	0.226	0.042	0.00371	"A_33_17"	"Ppfia2"	"B8QI34"
"162"	"SP://B8QI34"	"B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1"	1	1	1	1.786	0.25	0.0398	"A_34_22"	"Ppfia2"	"B8QI34"
"163"	"SP://B8QI34"	"B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1"	1	1	1	2.046	0.073	9e-04	"C_32_21"	"Ppfia2"	"B8QI34"
"164"	"SP://B8QI34"	"B8QI34_MOUSE Liprin_alpha 2 OS=Mus musculus GN=Ppfia2 PE=2 SV=1"	1	1	1	0.486	0.027	0.0272	"C_35_20"	"Ppfia2"	"B8QI34"
"165"	"SP://B9EJA5"	"B9EJA5_MOUSE D17H6S56E_3 protein OS=Mus musculus GN=Vwa7 PE=2 SV=1"	1	1	1	1.815	0.222	0.0212	"A_33_19"	"Vwa7"	"B9EJA5"
"166"	"SP://D3YVN7"	"D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1"	1	1	1	1.814	0.104	0.0265	"A_31_02"	"Gm9755"	"D3YVN7"
"167"	"SP://D3YVN7"	"D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1"	1	1	1	1.339	0.126	0.0253	"A_29_23"	"Gm9755"	"D3YVN7"
"168"	"SP://D3YVN7"	"D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1"	1	1	1	0.235	0.008	0.00399	"A_31_23"	"Gm9755"	"D3YVN7"
"169"	"SP://D3YVN7"	"D3YVN7_MOUSE Elongation factor Tu OS=Mus musculus GN=Gm9755 PE=3 SV=1"	1	1	1	0.704	0.041	0.0403	"A_35_23"	"Gm9755"	"D3YVN7"
"170"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	6	2.473	0.249	1.35e-08	"A_10_01"	"Pzp"	"D3YW52"
"171"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	6	0.003	0.005	6.27e-05	"A_11_02"	"Pzp"	"D3YW52"
"172"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	5	2.591	0.234	4.88e-05	"A_12_01"	"Pzp"	"D3YW52"
"173"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	4	0.001	0.001	0.0357	"A_13_02"	"Pzp"	"D3YW52"
"174"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	3	0	0	0	"A_15_02"	"Pzp"	"D3YW52"
"175"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	3	0.23	0.018	0.00304	"A_17_02"	"Pzp"	"D3YW52"
"176"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	4	2.349	0.158	0.00152	"A_18_01"	"Pzp"	"D3YW52"
"177"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	4	1.972	0.255	5.08e-06	"A_09_23"	"Pzp"	"D3YW52"
"178"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	4	0.002	0.002	0.00941	"A_10_24"	"Pzp"	"D3YW52"
"179"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	9	0.475	0.076	1.36e-09	"A_12_24"	"Pzp"	"D3YW52"
"180"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	14	2.061	0.194	4.82e-09	"A_13_23"	"Pzp"	"D3YW52"
"181"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	4	3.116	0.807	0.000576	"A_16_24"	"Pzp"	"D3YW52"
"182"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	5.122	0.522	3.31e-05	"A_20_24"	"Pzp"	"D3YW52"
"183"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	8	2.161	0.156	3.01e-06	"A_09_31"	"Pzp"	"D3YW52"
"184"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	4	1.427	0.138	0.000837	"A_12_26"	"Pzp"	"D3YW52"
"185"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	6	2.712	0.163	1.37e-05	"A_12_32"	"Pzp"	"D3YW52"
"186"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	11	2.481	0.051	7.58e-12	"A_13_31"	"Pzp"	"D3YW52"
"187"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	3.443	0.291	0.0125	"A_15_31"	"Pzp"	"D3YW52"
"188"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	21	7.453	0.312	1.11e-16	"B_10_23"	"Pzp"	"D3YW52"
"189"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	4	0.008	0.007	0.000633	"B_14_23"	"Pzp"	"D3YW52"
"190"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	5	4	0.374	0.00018	"B_09_24"	"Pzp"	"D3YW52"
"191"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	17	6.924	0.324	5.44e-15	"B_10_25"	"Pzp"	"D3YW52"
"192"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	16	3.078	0.198	9.9e-20	"B_11_24"	"Pzp"	"D3YW52"
"193"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	7	7.5	0.402	3.32e-08	"B_11_26"	"Pzp"	"D3YW52"
"194"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	23	4.377	0.243	9.9e-20	"B_13_24"	"Pzp"	"D3YW52"
"195"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	9	2.612	0.101	2.23e-09	"B_14_25"	"Pzp"	"D3YW52"
"196"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	4	1.647	0.049	6.38e-08	"B_15_26"	"Pzp"	"D3YW52"
"197"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	3.038	0.472	0.000133	"B_17_24"	"Pzp"	"D3YW52"
"198"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	11	11	30	2.583	0.04	9.9e-20	"B_07_31"	"Pzp"	"D3YW52"
"199"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	2	2	3	14.962	2.08	1.22e-09	"B_08_32"	"Pzp"	"D3YW52"
"200"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	10	11	34	4.199	0.155	2.22e-05	"B_09_31"	"Pzp"	"D3YW52"
"201"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	1	1	2	3.671	0.123	0.0026	"B_09_35"	"Pzp"	"D3YW52"
"202"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	17	24	45	0.013	0.002	9.9e-20	"B_10_30"	"Pzp"	"D3YW52"
"203"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	13	14	39	2.883	0.024	9.9e-20	"B_10_32"	"Pzp"	"D3YW52"
"204"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	18	21	93	2.789	0.019	9.9e-20	"B_11_31"	"Pzp"	"D3YW52"
"205"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	16	18	44	1.75	0.029	9.9e-20	"B_11_35"	"Pzp"	"D3YW52"
"206"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	10	11	23	1.459	0.016	9.9e-20	"B_12_30"	"Pzp"	"D3YW52"
"207"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	24	28	79	3.174	0.045	9.9e-20	"B_12_32"	"Pzp"	"D3YW52"
"208"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	50	59	220	3.957	0.007	9.9e-20	"B_13_31"	"Pzp"	"D3YW52"
"209"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	5	5	10	2.775	0.041	1.12e-09	"B_14_32"	"Pzp"	"D3YW52"
"210"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	25	28	79	2.049	0.013	9.9e-20	"B_15_31"	"Pzp"	"D3YW52"
"211"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	2	2	2	4.254	0.256	0.00145	"B_15_35"	"Pzp"	"D3YW52"
"212"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	3	3	7	1.902	0.043	1.37e-11	"B_17_31"	"Pzp"	"D3YW52"
"213"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	3	3	5	8.495	0.811	0.00015	"B_19_31"	"Pzp"	"D3YW52"
"214"	"SP://D3YW52"	"D3YW52_MOUSE Protein Pzp OS=Mus musculus GN=Pzp PE=4 SV=1"	2	2	3	6.312	0.071	5.04e-08	"B_21_31"	"Pzp"	"D3YW52"
"215"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	5	7.714	0.509	1.41e-12	"C_07_02"	"Pzp"	"D3YW52"
"216"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	18	5.213	0.314	3.59e-11	"C_09_02"	"Pzp"	"D3YW52"
"217"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	13	10.975	1.293	2.38e-11	"C_10_01"	"Pzp"	"D3YW52"
"218"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	21	5.759	0.102	9.9e-20	"C_11_02"	"Pzp"	"D3YW52"
"219"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	6.527	0.263	0.00285	"C_13_02"	"Pzp"	"D3YW52"
"220"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	12	5.407	0.102	4.18e-12	"C_14_01"	"Pzp"	"D3YW52"
"221"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	15	2.268	0.111	9.9e-20	"C_15_02"	"Pzp"	"D3YW52"
"222"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	9	4.124	0.14	1.14e-10	"C_16_01"	"Pzp"	"D3YW52"
"223"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	3.261	0.07	0.00182	"C_17_02"	"Pzp"	"D3YW52"
"224"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	18.868	0.587	0.00133	"C_18_01"	"Pzp"	"D3YW52"
"225"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	12	1.238	0.069	2.11e-08	"C_12_24"	"Pzp"	"D3YW52"
"226"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	12	0.439	0.021	1.27e-11	"C_12_25"	"Pzp"	"D3YW52"
"227"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	12	1.909	0.116	1.43e-10	"C_12_26"	"Pzp"	"D3YW52"
"228"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	2	3.67	1.779	7.15e-06	"C_23_24"	"Pzp"	"D3YW52"
"229"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	3	4.285	0.307	1.05e-05	"C_15_32"	"Pzp"	"D3YW52"
"230"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	6	1.968	0.105	0.000142	"C_08_31"	"Pzp"	"D3YW52"
"231"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	30	1.92	0.064	9.9e-20	"C_12_31"	"Pzp"	"D3YW52"
"232"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	6	1.3	0.158	0.000296	"C_12_35"	"Pzp"	"D3YW52"
"233"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	2	2.321	0.201	5.94e-05	"C_14_35"	"Pzp"	"D3YW52"
"234"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	12	1.589	0.088	3.72e-12	"C_16_31"	"Pzp"	"D3YW52"
"235"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	2	9	0.587	0.013	1.52e-10	"C_18_31"	"Pzp"	"D3YW52"
"236"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	1	99999.9	99999.9	1e-05	"C_22_31"	"Pzp"	"D3YW52"
"237"	"SP://D3YW52"	"D3YW52_MOUSE Alpha_2_macroglobulin OS=Mus musculus GN=Pzp PE=2 SV=1"	1	1	1	1.659	0.064	0.0146	"C_26_31"	"Pzp"	"D3YW52"
"238"	"SP://D3YWI1"	"D3YWI1_MOUSE Fructose_bisphosphate aldolase (Fragment) OS=Mus musculus GN=Aldoa PE=2 SV=1"	1	1	2	0	0	0	"A_28_01"	"Aldoa"	"D3YWI1"
"239"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	2	8	0.015	0.009	5.6e-08	"A_17_02"	"Trf"	"D3YYR8"
"240"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	2	27.387	2.162	0.0025	"A_20_01"	"Trf"	"D3YYR8"
"241"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	6	0.671	0.051	1.88e-05	"A_24_01"	"Trf"	"D3YYR8"
"242"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	14	1.161	0.013	2.22e-16	"A_32_01"	"Trf"	"D3YYR8"
"243"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	2	0	0	0	"A_33_00"	"Trf"	"D3YYR8"
"244"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	6	3.983	0.525	1.47e-05	"A_36_01"	"Trf"	"D3YYR8"
"245"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	1	0.067	0.017	0.000949	"A_33_02"	"Trf"	"D3YYR8"
"246"	"SP://D3YYR8"	"D3YYR8_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1"	1	1	6	0.514	0.064	5.31e-06	"A_35_02"	"Trf"	"D3YYR8"
